NO.,SMILES,BBB+/BBB-,group,BRIC_IDs,RING_IDs,SIDECHAIN_IDs,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,RadiusOfGyration_RDKit,LogP_PubChem,TPSA_PubChem,HBA_PubChem,HBD_PubChem,Flexibility_PubChem,Charge_PubChem,AtomStereo_PubChem,LogP_Avg,TPSA_Avg,HBA_Avg,HBD_Avg,Flexibility_Avg,Charge_Avg,AtomStereo_Avg
7325,CN[C@@H]1[C@H](O[C@H]2[C@@H](O[C@H]3[C@@H](O)[C@@H](O)[C@@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@@]2(O)C=O)O[C@@H](CO)[C@@H](O)[C@H]1O,BBB-,C,BRIC0017; BRIC0067; BRIC0331; BRIC0345; BRIC3005; BRIC5994; BRIC5995,RING0015; RING0032; RING0050,SC0001; SC0002; SC0005; SC0006; SC0010; SC0014,18,581.58,-7.74176,15,14,331.43,0,40,15,21,39,12,7,0,0,0,0,0,0,0,0,78,3,0,0,15,3,12,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3,23382,2119,4.34335053,,,,,,0,,-7.74176,331.43,15,14,18,0,15
7326,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@H](NC(=N)N)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@H]3O)O[C@H](C)[C@@]2(O)C=O)O[C@H](CO)[C@@H](O)[C@H]1O,BBB-,C,BRIC0017; BRIC0067; BRIC0331; BRIC0345; BRIC5855; BRIC5996; BRIC5997,RING0015; RING0032; RING0050,SC0001; SC0002; SC0005; SC0006; SC0010; SC0014,18,581.58,-7.74176,15,14,331.43,0,40,15,21,39,12,7,0,0,0,0,0,0,0,0,78,3,0,0,15,8,7,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3,23382,2119,3.932781213,,,,,,0,,-7.74176,331.43,15,14,18,0,15
7327,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@H](NC(=N)N)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@H]3O)O[C@H](C)[C@@]2(O)CO)O[C@H](CO)[C@@H](O)[C@H]1O,BBB-,C,BRIC0017; BRIC0067; BRIC0331; BRIC0345; BRIC5855; BRIC5997; BRIC5998,RING0015; RING0032; RING0050,SC0002; SC0005; SC0006; SC0010; SC0014,19,583.596,-7.94836,15,15,334.59,0,40,15,21,41,12,7,0,0,0,0,0,0,0,0,81,2,0,0,15,8,7,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3,24666,2171,4.017410686,,,,,,0,,-7.94836,334.59,15,15,19,0,15
7328,CN[C@H](C)C(=O)c1ccc(OC)cc1,BBB-,C,BRIC0005; BRIC0058; BRIC0345; BRIC5735,RING0001,SC0002; SC0005; SC0006; SC0018,7,193.246,1.4858,3,1,38.33,0,14,1,11,15,2,1,0,0,0,0,0,0,0,0,22,1,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1990,487,2.963706229,1.6,38.3,3,1,4,0,1,1.5429,38.315,3,1,5.5,0,1
7329,CN[C@H](C)[C@H](O)c1ccc(O)cc1,BBB-,C,BRIC0008; BRIC0345; BRIC5999,RING0001,SC0002; SC0006; SC0018,7,181.235,1.0335,3,3,52.49,0,13,2,10,15,2,1,0,0,0,0,0,0,0,0,22,0,0,6,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1658,422,2.786407015,0.6,52.5,3,3,3,0,2,0.81675,52.495,3,3,5,0,2
7330,CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H]1O,BBB-,C,BRIC0003; BRIC0017; BRIC0067; BRIC0118; BRIC0345; BRIC1971; BRIC6000; BRIC6001; BRIC6002,RING0001; RING0015; RING0043; RING0066; RING0247; RING0473,SC0002; SC0005; SC0006; SC0007; SC0008; SC0010; SC0012; SC0014; SC0018,28,1449.271,0.1062,26,19,530.49,0,101,18,66,75,24,9,0,0,2,0,0,0,0,0,147,8,0,30,18,8,10,0,0,0,0,0,0,0,0,5,2,7,0,0,0,5,2,7,185538,7524,7.333946439,,,,,,0,,0.1062,530.49,26,19,28,0,18
7331,CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,BBB-,C,BRIC0017; BRIC0345; BRIC1962; BRIC2869; BRIC5190,RING0007; RING0050; RING0217,SC0002; SC0006; SC0010; SC0014,15,447.533,-3.8515,12,8,213.72,0,31,11,19,37,7,5,0,0,0,0,0,0,0,0,69,1,0,0,11,2,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,16329,1722,4.663806236,,,,,,0,,-3.8515,213.72,12,8,15,0,11
7332,CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CN)CC[C@@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O,BBB-,C,BRIC0017; BRIC0132; BRIC0345; BRIC1962; BRIC5190; BRIC5541,RING0007; RING0015; RING0050,SC0002; SC0006; SC0010; SC0014,15,449.549,-3.9767,12,8,213.72,0,31,12,19,39,7,5,0,0,0,0,0,0,0,0,72,0,0,0,12,4,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,17474,1778,4.096346081,,,,,,0,,-3.9767,213.72,12,8,15,0,12
7333,CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@H](O)CN)OC[C@@]1(C)O,BBB-,C,BRIC0003; BRIC0017; BRIC0132; BRIC0345; BRIC1693; BRIC5190; BRIC5840; BRIC6003,RING0007; RING0015; RING0050,SC0002; SC0006; SC0010; SC0014; SC0017,21,569.609,-7.5244,16,12,297.72,0,39,15,22,43,12,5,0,0,0,0,0,0,0,0,83,1,0,0,15,5,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,26121,2120,4.997126782,,,,,,0,,-7.5244,297.72,16,12,21,0,15
7334,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,BBB+,C,BRIC0003; BRIC0005; BRIC0014; BRIC0027; BRIC0040; BRIC0345; BRIC1974; BRIC6004,RING0001; RING0083,SC0005; SC0006; SC0010; SC0012; SC0020,9,387.911,3.7831,4,2,53.6,0,27,2,21,26,2,3,0,0,1,0,0,0,0,0,42,1,0,12,2,1,1,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3,9428,1401,4.100291539,3.9,53.6,4,2,6,0,2,3.84155,53.6,4,2,7.5,0,2
7335,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(N)n1,BBB+,C,BRIC0003; BRIC1977; BRIC5572,RING0003; RING0021; RING0027,SC0002; SC0005; SC0008; SC0014; SC0015; SC0020,7,383.411,-0.5558,10,3,147.21,0,25,3,13,13,5,5,2,0,0,0,0,0,0,0,30,5,0,5,2,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,4241,855,3.939672865,0,201,10,3,5,0,2,-0.2779,174.105,10,3,6,0,2.5
7336,CO/N=C(/C(=O)N[C@H]1C(=O)N(OCC(=O)O)[C@@H]1C)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0256; BRIC1977; BRIC6005,RING0003; RING0027,SC0002; SC0005; SC0008; SC0010; SC0014; SC0015; SC0020,10,357.348,-1.1925,10,3,156.44,0,24,3,12,15,6,5,1,0,0,0,0,0,0,0,31,4,0,5,2,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2,4625,902,4.568258475,,,,,,0,,-1.1925,156.44,10,3,10,0,3
7337,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C=CSc3n[nH]c(=O)c(=O)n3CC=O)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC1511; BRIC1977; BRIC1983; BRIC6006,RING0003; RING0021; RING0027; RING0287,SC0002; SC0005; SC0007; SC0008; SC0014; SC0015; SC0020; SC0027; SC0035,11,594.613,-1.5104,15,4,226.05,0,39,3,20,18,8,8,3,0,0,0,0,0,0,0,45,10,0,5,2,0,2,1,0,0,1,1,1,0,1,0,2,2,0,0,0,1,3,4,13289,1829,4.590230762,,,,,,0,,-1.5104,226.05,15,4,11,0,3
7338,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC1977; BRIC1980; BRIC5355,RING0003; RING0021; RING0027,SC0002; SC0005; SC0008; SC0010; SC0014; SC0015; SC0020; SC0027,10,506.591,1.29272,12,3,160.1,0,33,3,19,18,5,6,3,0,0,0,0,0,0,0,38,6,0,10,2,0,2,1,0,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,9584,1476,5.180270219,,,,,,0,,1.29272,160.1,12,3,10,0,3
7339,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1ccco1,BBB-,C,BRIC0003; BRIC0017; BRIC0078; BRIC1300; BRIC1984,RING0003; RING0013; RING0021,SC0002; SC0005; SC0008; SC0015; SC0020; SC0045,9,423.403,-0.0682,10,2,147.74,0,29,3,17,17,8,3,1,0,0,0,0,0,0,0,37,6,0,5,2,0,2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,7105,1167,4.278835395,,,,,,0,,-0.0682,147.74,10,2,9,0,3
7340,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)C[S+]([O-])[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0017; BRIC0078; BRIC1977; BRIC6007,RING0003; RING0027; RING0288,SC0002; SC0005; SC0008; SC0014; SC0015; SC0020; SC0039; SC0045,10,471.473,-1.607,12,3,196.57,0,31,4,16,17,8,5,2,0,0,0,0,0,0,0,39,6,0,5,2,0,2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,7880,1275,4.126297075,,,,,,0,,-1.607,196.57,12,3,10,0,4
7341,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCS[C@@H]12)c1csc(NC(=O)[C@@H](C)N)n1,BBB-,C,BRIC0003; BRIC1005; BRIC1305; BRIC3027; BRIC5352; BRIC6008,RING0003; RING0021; RING0027,SC0002; SC0005; SC0006; SC0008; SC0010; SC0015; SC0020; SC0021; SC0045,12,568.634,0.1531,13,3,191.61,0,38,4,22,28,8,6,2,0,0,0,0,0,0,0,56,7,0,5,3,1,2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,20410,2323,5.528629905,,,,,,0,,0.1531,191.61,13,3,12,0,4
7342,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O[C@H](C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@@H]12)c1ccco1,BBB-,C,BRIC0003; BRIC0005; BRIC0017; BRIC0437; BRIC1340; BRIC1656; BRIC1984; BRIC6009,RING0003; RING0013; RING0021,SC0002; SC0005; SC0008; SC0010; SC0015; SC0017; SC0020; SC0045,16,568.561,0.2368,13,2,198.29,0,39,4,23,28,11,4,1,0,0,0,0,0,0,0,57,7,0,5,3,0,3,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,18946,2024,5.22715261,,,,,,0,,0.2368,198.29,13,2,16,0,4
7343,CO/N=C(\C#N)[C@H]1CN2CCC1CC2,BBB+,C,BRIC6010,RING0028; RING0059,SC0005; SC0015; SC0031,3,193.25,0.85418,4,0,48.62,0,14,4,10,15,1,3,0,0,0,0,0,0,0,0,28,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,1720,423,2.721316472,1,48.6,4,0,2,0,1,0.92709,48.61,4,0,2.5,0,2.5
7344,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC1993; BRIC5767,RING0003; RING0021; RING0027; RING0055,SC0002; SC0005; SC0008; SC0010; SC0014; SC0015; SC0020,9,475.532,-0.1979,10,3,151.09,1,32,3,19,19,5,6,2,0,0,0,0,0,0,0,38,5,0,11,2,1,1,0,1,0,1,1,1,0,1,1,1,2,0,0,0,2,2,4,9273,1459,4.843477857,,,,,,0,,-0.1979,151.09,10,3,9,0.5,3
7345,CO/N=C(\C(=O)N[C@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@@H]1C)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0017; BRIC0147; BRIC0922; BRIC1993; BRIC6005,RING0003; RING0027,SC0002; SC0005; SC0007; SC0008; SC0010; SC0014; SC0015; SC0020,12,471.492,-0.3922,12,2,171.74,0,32,3,18,25,8,5,1,0,0,0,0,0,0,0,48,5,0,5,2,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2,13883,1815,4.706092424,1.3,200,12,2,12,0,2,0.4539,185.87,12,2,12,0,2.5
7346,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0017; BRIC0078; BRIC1300; BRIC1993,RING0003; RING0021; RING0027,SC0002; SC0005; SC0008; SC0014; SC0015; SC0020; SC0045,10,455.474,-0.6225,12,3,173.51,0,30,3,16,17,7,5,2,0,0,0,0,0,0,0,38,6,0,5,2,0,2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,7591,1254,4.330598771,-1.4,227,12,3,8,0,2,-1.01125,200.255,12,3,9,0,2.5
7347,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0172; BRIC1300; BRIC1986; BRIC1993,RING0003; RING0013; RING0021; RING0027,SC0001; SC0002; SC0005; SC0008; SC0009; SC0014; SC0015; SC0020,10,523.574,0.981,13,3,177.42,0,34,3,19,17,7,5,3,0,0,0,0,0,0,0,38,6,0,10,2,0,2,0,1,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,9677,1537,4.25048486,0.2,256,13,3,9,0,2,0.5905,216.71,13,3,9.5,0,2.5
7348,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0009; BRIC1300; BRIC1988; BRIC1993,RING0003; RING0021; RING0027; RING0287,SC0002; SC0005; SC0008; SC0009; SC0010; SC0014; SC0015; SC0020,10,554.592,-1.5932,14,4,208.98,0,36,3,18,18,7,8,3,0,0,0,0,0,0,0,44,8,0,5,2,0,2,0,1,0,1,1,1,0,1,0,2,2,0,0,0,1,3,4,11120,1637,4.876343794,-1.3,288,13,4,8,0,2,-1.4466,248.49,13.5,4,9,0,2.5
7349,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0009; BRIC0142; BRIC1300; BRIC1993; BRIC1994,RING0003; RING0021; RING0027,SC0002; SC0005; SC0007; SC0008; SC0009; SC0010; SC0014; SC0015; SC0020,13,584.683,0.99872,15,4,197.4,0,37,3,20,20,7,6,4,0,0,0,0,0,0,0,44,6,0,10,2,0,2,0,1,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,13238,1882,5.237981484,0.2,304,15,4,10,0,2,0.59936,250.7,15,4,11.5,0,2.5
7350,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC0009; BRIC0010; BRIC1300; BRIC1993,RING0003; RING0005; RING0021; RING0027,SC0002; SC0005; SC0008; SC0009; SC0010; SC0014; SC0015; SC0020,11,511.571,-0.8698,15,3,190.81,0,33,3,16,17,5,9,3,0,0,0,0,0,0,0,38,5,0,10,2,0,2,0,1,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,9056,1439,4.942334208,0,270,14,3,8,0,2,-0.4349,230.405,14.5,3,9.5,0,2.5
7351,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC1990; BRIC1993; BRIC6011,RING0003; RING0005; RING0021; RING0027,SC0002; SC0005; SC0008; SC0010; SC0014; SC0015; SC0020,10,479.504,-1.19048,14,3,190.81,0,32,3,16,17,5,9,2,0,0,0,0,0,0,0,37,5,0,10,2,0,2,0,1,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,8524,1400,4.991336506,,,,,,0,,-1.19048,190.81,14,3,10,0,3
7352,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(N)n1,BBB-,C,BRIC0003; BRIC1993; BRIC6012,RING0003; RING0021; RING0027,SC0002; SC0005; SC0008; SC0014; SC0015; SC0020,7,383.411,-0.5558,10,3,147.21,0,25,3,13,13,5,5,2,0,0,0,0,0,0,0,30,5,0,5,2,0,2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,4241,855,4.074901898,0,201,10,3,5,0,2,-0.2779,174.105,10,3,6,0,2.5
7353,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O[C@H](C)OC(C)=O)=C(COC(N)=O)CS[C@@H]12)c1ccco1,BBB-,C,BRIC0003; BRIC0017; BRIC0078; BRIC0437; BRIC1656; BRIC3031; BRIC6009,RING0003; RING0013; RING0021,SC0002; SC0005; SC0008; SC0015; SC0017; SC0020; SC0045,12,510.481,-0.1683,12,2,189.06,0,35,4,20,22,10,4,1,0,0,0,0,0,0,0,47,7,0,5,3,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,2,3,12364,1549,4.741188715,0.9,214,12,2,12,0,3,0.36585,201.53,12,2,12,0,3.5
7354,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,BBB+,C,BRIC0005; BRIC0017; BRIC0116; BRIC0265; BRIC6013,RING0001; RING0126,SC0001; SC0005; SC0008; SC0010; SC0016; SC0018; SC0031,9,385.376,2.45788,8,1,131.56,0,28,1,19,19,6,3,0,0,0,0,0,0,0,0,36,5,1,6,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,6382,840,3.627531829,2.9,134,8,1,6,0,1,2.67894,132.78,8,1,7.5,0,1
7355,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,BBB+,C,BRIC0005; BRIC0017; BRIC0116; BRIC0497; BRIC6014,RING0001; RING0126; RING0508,SC0001; SC0005; SC0008; SC0010; SC0018,9,371.393,2.5822,8,1,103.55,0,27,1,19,21,5,3,0,0,0,0,0,0,0,0,36,4,0,10,1,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3,6599,875,3.399761636,4.3,104,8,1,6,0,1,3.4411,103.775,8,1,7.5,0,1
7356,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],BBB+,C,BRIC0005; BRIC0017; BRIC0444; BRIC0497; BRIC2284,RING0001; RING0126,SC0001; SC0005; SC0007; SC0008; SC0010; SC0016,11,388.42,3.2018,7,1,107.77,0,28,1,20,24,6,2,0,0,0,0,0,0,0,0,42,5,0,6,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,8238,1007,3.476951837,3.3,110,7,1,7,0,1,3.2509,108.885,7,1,9,0,1
7357,COC(=O)C1=C(C)NC(C)=C(OC(C)=O)[C@H]1c1ccccc1[N+](=O)[O-],BBB+,C,BRIC0005; BRIC0078; BRIC2284; BRIC6015,RING0001; RING0126,SC0001; SC0002; SC0005; SC0010; SC0016,8,346.339,2.5232,7,1,107.77,0,25,1,17,18,6,2,0,0,0,0,0,0,0,0,33,5,0,6,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,4910,692,3.152127795,,,,,,0,,2.5232,107.77,7,1,8,0,1
7358,COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,BBB+,C,BRIC0005; BRIC0027; BRIC0466; BRIC4162,RING0001; RING0028,SC0005; SC0045,4,233.311,2.0853,3,1,38.33,0,17,2,14,19,2,1,0,0,0,0,0,0,0,0,30,1,0,6,2,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,3031,563,2.967838991,0.2,38.3,3,1,4,0,2,1.14265,38.315,3,1,4,0,2
7359,COC(=O)[C@@H]1[C@@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,BBB+,C,BRIC0005; BRIC0017; BRIC0040; BRIC1619; BRIC6016,RING0001; RING0036; RING0050; RING0059; RING0071,SC0001; SC0002; SC0005; SC0012,12,613.107,4.8159,9,1,108.55,0,43,6,32,37,8,2,0,0,1,0,0,0,0,0,67,2,0,16,6,6,0,0,0,0,0,0,1,0,1,2,3,5,0,0,0,3,3,6,25615,2515,5.250152565,,,,,,0,,4.8159,108.55,9,1,12,0,6
7360,COC(=O)[C@@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,BBB+,C,BRIC0005; BRIC0017; BRIC0040; BRIC1619; BRIC6017,RING0001; RING0036; RING0050; RING0059; RING0071,SC0001; SC0002; SC0005,12,578.662,4.1625,9,1,108.55,0,42,6,32,38,8,2,0,0,0,0,0,0,0,0,67,2,0,16,6,6,0,0,0,0,0,0,1,0,1,2,3,5,0,0,0,3,3,6,25615,2515,5.486593432,,,,,,0,,4.1625,108.55,9,1,12,0,6
7361,COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1,BBB+,C,BRIC0005; BRIC0027; BRIC0466; BRIC2647,RING0001; RING0028,SC0005; SC0045,4,233.311,2.0853,3,1,38.33,0,17,2,14,19,2,1,0,0,0,0,0,0,0,0,30,1,0,6,2,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,3031,563,2.972661563,0.2,38.3,3,1,4,0,2,1.14265,38.315,3,1,4,0,2
7362,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@@H](NC(=O)[C@H]3NC(=O)[C@H]4NC(=O)[C@@H](NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3Cl)[C@H]2O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,BBB-,C,BRIC0003; BRIC0005; BRIC0067; BRIC0078; BRIC5991; BRIC6018,RING0001; RING0015; RING0041; RING0470; RING0473; RING0509,SC0001; SC0002; SC0005; SC0006; SC0010; SC0012; SC0014,19,1446.182,2.84052,25,18,504.47,0,102,14,68,62,24,8,0,0,2,0,0,0,0,0,125,8,0,42,14,6,8,0,0,0,0,0,0,0,0,7,1,8,0,0,0,7,1,8,151447,7066,7.11291647,,,,,,0,,2.84052,504.47,25,18,19,0,14
7363,COC(=O)[C@H]1[C@@H](OC)[C@@H](OC)C[C@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@H]21,BBB+,C,BRIC0005; BRIC0040; BRIC6019,RING0001; RING0036; RING0050; RING0059; RING0071,SC0001; SC0005,8,428.529,2.9347,6,1,73.02,0,31,6,24,32,5,2,0,0,0,0,0,0,0,0,56,1,0,10,6,5,1,0,0,0,0,0,1,0,1,1,3,4,0,0,0,2,3,5,12820,1597,4.389650055,2.5,73,6,1,5,0,6,2.71735,73.01,6,1,6.5,0,6
7364,COC(=O)c1c(C)cc([N+](=O)[O-])c(C(=O)OCCN(C)Cc2ccccc2)c1C1C=C(C)NC(C)=C1,BBB+,C,BRIC0005; BRIC0014; BRIC0017; BRIC0027; BRIC0040; BRIC0050; BRIC0059; BRIC6020; BRIC6021,RING0001; RING0126,SC0001; SC0005; SC0007; SC0008; SC0010; SC0016; SC0024,14,493.56,4.47302,8,1,111.01,0,36,0,27,31,6,3,0,0,0,0,0,0,0,0,52,5,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,17160,1892,4.622332522,,,,,,0,,4.47302,111.01,8,1,14,0,0
7365,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,BBB+,C,BRIC0005; BRIC2004; BRIC5720,RING0050; RING0053; RING0089; RING0153,SC0002; SC0005; SC0010; SC0017; SC0026,11,496.547,2.9934,7,1,91.29,0,35,9,26,34,7,0,0,2,0,0,0,0,0,0,69,4,0,0,9,5,4,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,5,5,14505,1524,3.747573209,,,,,,0,,2.9934,91.29,7,1,11,0,9
